	PPN	Signatur 1	Signatur 2	Signatur 3	Signatur 4	Signatur 5	Anmerkung 1	Anmerkung 2	Anmerkung 3	Provenienz 1	Provenienz 2	Provenienz 3
359	150653743	M: Tm 2°  8	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
360	150656262	M: Tl 198	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
361	150667345	M: Lm 3401:1	Schulenb. B 134a:1	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
362	150667396	M: Lm 3400	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
363	150672497	M: Lk 763	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
364	150672608	M: Lk 4° 63	Rara	leer	leer	leer	leer	leer	leer	leer	leer	leer
365	150672926	M: Lk 780	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
366	150683170	M: Lm 1744	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
367	150698186	M: Gk 2174 (4)	M: QuN 1080o (5)	M: Db 1169	leer	leer	leer	leer	leer	leer	leer	leer
368	150702922	M: Lm 2273f	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
369	150704577	M: Gi 232	M: Gk 1209	H: T 327b.12° Helmst.	leer	leer	leer	leer	leer	leer	leer	leer
370	150706715	M: Lg 1397.1	S: Töpfer 625	leer	leer	leer	Monogramm P C auf Buchdeckel	Stempel (mit Textura-Versalien): N.H.	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>	Provenienz: N. H. / Stempel
371	150712367	M: Ll 7:1	leer	leer	leer	leer	Hs. Besitzvermerk: M. Rocoulle	leer	leer	Provenienz: Rocoulle, Marthe ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Rocoulle, Marthe ^de^
372	150712820	M: Lm 3904	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
373	150714653	M: Lm 1183	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
374	1734291087	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
375	150723784	M: Db 1284	H: Q 54.8° Helmst.	leer	leer	leer	Mit. hs. Besitzvermerk	leer	leer	Provenienz: NN / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
376	150725264	M: Nh 188	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
377	150725620	M: Lm 1271:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
378	150726147	M: Gh 537	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
379	150726619	M: Lm 1284	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
380	150729936	M: Lm 2381K	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
381	150730330	M: Lh 1441	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
382	150733879	M: Lm 151:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
383	150736916	M: Lm 1358	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: NN / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
384	150738536	M: Uf 2°  9	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
385	150742266	M: Lm 2802	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
386	150742800	M: Lm 2804	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
387	621187062	M: Ug 164	leer	leer	leer	leer	Monogramm P C auf Buchdeckel	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
388	150747381	M: Lm 156	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
389	150747705	M: Lm 160	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
390	150749937	M: Ma 50:1	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
391	150757484	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
392	150757735	M: Lm 4261	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
393	150757816	M: Lm 4355	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: NN / Notiz	Dumas de Montbail <Familie>
394	150760167	M: Lo 4° 58	Rara	leer	leer	leer	leer	leer	leer	leer	leer	leer
395	150762798	M: Uf 2°  62	M: Uf 2°  63	leer	leer	leer	leer	leer	leer	leer	leer	leer
396	150763263	M: Lm 1675:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
397	150764316	M: Ll 4°  6	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
398	150765738	M: Uf 48	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
399	150766068	M: Gs 415	M: QuN 1080 c (2)	M: QuN 1058 u (2)	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
400	150766319	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
401	150771495	M: Gr 310:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
402	150772289	M: Gs 448	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
403	150773684	M: Gr Mischbd 45 (1)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
404	150773722	M: Me 144a	leer	leer	leer	leer	Hs. Besitzvermerk im Spiegel: M. Rocoulle	Vermutlich mit der Bibliothek Dumas de Montbail an Herzogin Philippine Charlotte gelangt	leer	Provenienz: Rocoulle, Marthe ^de^ / Autogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen
405	150773986	M: Ul 138	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
406	150775334	M: Mf 102	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
407	150775393	M: Lm 3110	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
408	150775512	M: Lm 3116:1	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
409	150778929	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
410	150779194	M: Lm Sammelbd 116 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
411	150784090	M: Fe 120	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
412	150784139	M: Lm 788:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
413	150784449	M: Go 222	Schulenb. Gp 15	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
414	150785348	M: Md 56	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
415	150790716	M: Gi 146	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
416	150792220	M: Lm 790f	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
417	150792972	M: Lm 792	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
418	150792999	M: Gv 338	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
419	150793030	M: Lm 3980	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Montbail, Marthe Dumas ^de^
420	150794843	M: Gv 531	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
421	150794908	M: Tn 7	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
422	150800177	M: Lh 352	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
423	150808534	M: Gk 2131 (50)	M: Gk 2135 (1)	leer	leer	leer	Ab S. 5 unvollst., da S. 5-7 zu einer anderen Mazarinade gehören	Monogramm mit Grafenkrone auf Buchrücken: DMC [=DuMas Comte?] 1651	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: DMC / Monogramm / Datum 1651
424	150814283	M: Go 198	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
425	150814291	M: Go 120	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
426	150822022	M: Lm 124	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
427	150823304	M: Lm 126	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
428	150823479	M: Lm 129	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
429	150824947	M: Gx 106	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
430	150843429	M: Lm 3389	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
431	150845375	M: Lm 3419	Schulenb. P 18	Xd 12° 128	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Mit Signaturschild der Bibliothek des Herzoglichen Collegium Anatomico-Chirurgicum, Braunschweig	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: NN / Notiz
432	150845952	M: Kl 152	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
433	150846223	M: Ff 135	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
434	150852436	M: Te 91	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
435	150852509	M: Te 95	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
436	150852746	M: Tp 37	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
437	150853866	M: Tq 2°  33	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
438	150855060	M: Tq 932	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
439	150863497	M: Tq 132	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
440	150863896	M: Tq 142	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
441	150863926	M: Tn 18	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
442	150864434	M: Tq 152	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
443	150865112	M: Tq 986:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
444	150871295	M: Lh 2°  12	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
445	150880545	M: Mi 198	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
446	150881940	M: Lh 1143	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
447	150882912	M: Lh 2272	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	Blatt A1 mit Einriß am Kopfsteg	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: Harlangies, Michael / Datum 1643
448	150890648	M: Fg 4°  65	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
449	150890796	M: Ff 66	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
450	150890834	M: Um 126	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
451	150891091	M: Ug 95	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
452	150891407	M: Lm 2133	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
453	150892861	M: Tq 211	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
454	150898584	M: Lo 4588	M: Lo 4588.1	leer	leer	leer	leer	leer	leer	leer	leer	leer
455	643815457	M: Lo 4521	leer	leer	leer	leer	"Mit hs. Notiz: ""v. Goetting.[?] gel. Au[...] 1770. [...] d. 12. De[...]"""	leer	leer	leer	leer	leer
456	150899947	M: Lo 4611	M: Lo 4611.1	Wi 61	leer	leer	Ex. aus d. Besitz von Friedrich Lessing, lt Exlibris	Sammlung Pepping	Etikett mit Monogramm von Ernst Pepping	leer	leer	leer
457	150903960	M: Lm 271	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
458	150905238	M: Lm 386c	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
459	150905254	M: Lm 388	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
460	150905270	M: Lm 390	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
461	150909896	M: Lm 2465c	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
462	150911017	M: Lm 2495	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
463	150913702	M: Lm 399	Schulenb. T 80	leer	leer	leer	leer	leer	leer	leer	leer	leer
464	150918836	M: Lm 1052	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Montbail, Marthe Dumas ^de^
465	150918895	M: Li 9964:1	leer	leer	leer	leer	leer	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
466	150919395	M: Lm 2499	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
467	150921411	M: Gs 233	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
468	150921780	M: Lm 4°  59	leer	leer	leer	leer	leer	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
469	150925840	M: Tn 16	leer	leer	leer	leer	Variante A	Doppelbl. Pp1.4 am Anfang eingebunden. Lage A zwischen Bl. Pp1 und Pp4 eingebunden	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
470	150929986	M: Gh 16	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
471	150929994	M: Gh 17	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
472	150930003	M: Gh 198	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
473	150930348	M: Kb 242	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
474	150930402	M: Lm 1058 (1)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
475	150930534	M: Gv 362	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
476	150930674	M: Lm 1064:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
477	150930739	M: Lm 1066a	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
478	150930925	M: Lm 1067g	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
479	150931662	M: Kb 236 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: NN / Signatur
480	150936559	M: Gv 740	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
481	150939000	M: Nh 4°  15	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
482	150939396	M: Lm 2813	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
483	150939868	M: Lh 1660	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
484	150941870	M: Lh 1783	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
485	150947429	M: Lm 1518b	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
486	150948433	M: Li 10	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Montbail, Marthe Dumas ^de^
487	150949448	M: Lh 2° 24 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
488	150949537	M: Lh 4°  118	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
489	150950063	M: Na 224	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
490	150953739	M: Gr 604	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
491	150956126	M: Tq 714	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
492	150956266	M: Tm 149	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
493	150956495	M: Tq 716	M: QuN 895w (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer
494	150966768	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
495	150975961	M: Gv 980.1:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
